Date,DJIA,NASDAQ,AP,LE-DJIA,LE-NASDAQ,LE-AP
5/10/2012,12855.04004,2933.639893,287.37323,0.001554291,-0.000364758,-0.015025201
5/11/2012,12820.59961,2933.820068,285.0137329,-0.002686335,6.14134E-05,-0.008278538
5/14/2012,12695.34961,2902.580078,290.7866211,-0.009865817,-0.010762835,0.019852661
5/15/2012,12632,2893.76001,296.3549805,-0.00501501,-0.003047961,0.018789491
5/16/2012,12598.5498,2874.040039,295.2775269,-0.002655083,-0.006861411,-0.003648952
5/17/2012,12442.49023,2813.689941,290.6135559,-0.012542471,-0.021448738,-0.016048704
5/18/2012,12369.37988,2778.790039,291.0854492,-0.005910591,-0.012559388,0.00162115
5/21/2012,12504.48047,2847.209961,295.2695618,0.010804175,0.024030515,0.014170484
5/22/2012,12502.80957,2839.080078,289.1939087,-0.000133642,-0.002863562,-0.021008925
5/23/2012,12496.15039,2850.120117,289.2333069,-0.000532899,0.003873535,0.000136216
5/24/2012,12529.75,2839.379883,294.9157104,0.002681587,-0.003782599,0.01926789
5/25/2012,12454.83008,2837.530029,296.1819763,-0.006015331,-0.000651924,0.004275297
5/29/2012,12580.69043,2870.98999,302.2143555,0.010004248,0.011654503,0.019960598
5/30/2012,12419.86035,2837.360107,300.1616211,-0.012949427,-0.011852525,-0.006838764
5/31/2012,12393.4502,2827.340088,316.292572,-0.002130976,-0.003543974,0.051000094
6/1/2012,12118.57031,2747.47998,297.2791443,-0.022682535,-0.029066675,-0.063958162
6/4/2012,12101.45996,2760.01001,289.7602539,-0.001413908,0.004539849,-0.02594866
6/5/2012,12127.9502,2778.110107,292.4933167,0.002184231,0.006515256,0.009344018
6/6/2012,12414.79004,2844.719971,300.7593079,0.023104687,0.023415262,0.027483742
6/7/2012,12460.95996,2831.02002,328.8477478,0.003705166,-0.004839228,0.085414725
6/8/2012,12554.2002,2858.419922,326.9333496,0.007427016,0.009585681,-0.005855622
6/11/2012,12411.23047,2809.72998,327.8648987,-0.011519384,-0.017329046,0.002841259
6/12/2012,12573.7998,2843.070068,331.933136,0.012929213,0.011726791,0.012256195
6/13/2012,12496.37988,2818.610107,331.4074707,-0.006195388,-0.008678022,-0.00158616
6/14/2012,12651.91016,2836.330078,330.8049622,0.012293028,0.006247499,-0.001821341
6/15/2012,12767.16992,2872.800049,332.1339417,0.009027824,0.012694921,0.004001336
6/18/2012,12741.82031,2895.330078,330.2408447,-0.001989481,0.007781506,-0.005732474
6/19/2012,12837.33008,2929.76001,332.1296082,0.007440003,0.011751792,0.005686826
6/20/2012,12824.38965,2930.449951,332.039856,-0.001009048,0.000235439,-0.000270305
6/21/2012,12573.57031,2859.090088,333.0357056,-0.01994814,-0.024958942,0.002990219
6/22/2012,12640.78027,2892.419922,332.5698242,0.005316915,0.011523166,-0.001400853
6/25/2012,12502.66016,2836.159912,325.4547119,-0.011047258,-0.019836685,-0.021862066
6/26/2012,12534.66992,2854.060059,321.2669067,0.002553698,0.006271818,-0.013035283
6/27/2012,12627.00977,2875.320068,322.7326965,0.007312883,0.007393963,0.004541808
6/28/2012,12602.25977,2849.48999,320.4165344,-0.001963933,-0.009064807,-0.007228597
6/29/2012,12880.08984,2935.050049,332.3390503,0.021570507,0.029151141,0.035874556
7/2/2012,12871.38965,2951.22998,335.1251526,-0.000675932,0.005482437,0.008313617
7/3/2012,12943.66016,2976.080078,336.7577209,0.005583468,0.008349943,0.004847902
7/5/2012,12896.66992,2976.120117,330.9630127,-0.003643595,1.34534E-05,-0.017508628
7/6/2012,12772.46973,2937.330078,323.1599121,-0.009724054,-0.013205884,-0.024146252
7/9/2012,12736.29004,2931.77002,317.4594421,-0.002840677,-0.001896485,-0.01795653
7/10/2012,12653.12012,2902.330078,314.809906,-0.006573076,-0.010143554,-0.008416305
7/11/2012,12604.53027,2887.97998,315.6347351,-0.003854951,-0.004968905,0.002613239
7/12/2012,12573.26953,2866.189941,315.703125,-0.002486286,-0.007602441,0.000216627
7/13/2012,12777.08984,2908.469971,318.2072144,0.015952014,0.014536863,0.007869367
7/16/2012,12727.20996,2896.939941,316.9295044,-0.003919153,-0.003980072,-0.004031527
7/17/2012,12805.54004,2910.040039,315.6219177,0.00611689,0.00450169,-0.004142889
7/18/2012,12908.7002,2942.600098,313.036499,0.007991522,0.011065064,-0.008259161
7/19/2012,12943.36035,2965.899902,313.2245483,0.002677832,0.007855897,0.000600366
7/20/2012,12822.57031,2925.300049,309.3144531,-0.009420111,-0.013878868,-0.012641166
7/23/2012,12721.45996,2890.149902,317.6987,-0.007948015,-0.01216205,0.026390561
7/24/2012,12617.32031,2862.98999,307.8957214,-0.008253706,-0.009486555,-0.031838632
7/25/2012,12676.0498,2854.23999,304.840332,0.004633107,-0.003065615,-0.010022917
7/26/2012,12887.92969,2893.25,301.5541382,0.01644018,0.013483111,-0.010897525
7/27/2012,13075.66016,2958.090088,296.4902649,0.014357246,0.021919578,-0.017079391
7/30/2012,13073.00977,2945.840088,299.6525574,-0.000202738,-0.004158406,0.010553197
7/31/2012,13008.67969,2939.52002,305.6736755,-0.004945166,-0.002150034,0.019697863
8/1/2012,12976.12988,2920.209961,311.2929993,-0.002508437,-0.006612558,0.018051558
8/2/2012,12878.87988,2909.77002,309.9810791,-0.007551123,-0.003587892,-0.004232259
8/3/2012,13096.16992,2967.899902,312.0621948,0.016591877,0.019586201,0.006668913
8/6/2012,13117.50977,2989.909912,321.1173706,0.001626822,0.007361429,0.02819896
8/7/2012,13168.59961,3015.860107,320.3353271,0.003879671,0.008604575,-0.002441328
8/8/2012,13175.63965,3011.25,319.9678955,0.000534322,-0.001530961,-0.001148339
8/9/2012,13165.19043,3018.639893,318.90802,-0.000793701,0.002448087,-0.003323452
8/10/2012,13207.9502,3020.860107,320.5020142,0.003237427,0.000734961,0.004973429
8/13/2012,13169.42969,3022.52002,317.3696594,-0.002924995,0.000549182,-0.009869736
8/14/2012,13172.13965,3016.97998,322.4335327,0.000205734,-0.001836286,0.01570517
8/15/2012,13164.78027,3030.929932,323.2283936,-0.00055902,0.004602532,0.002459131
8/16/2012,13250.11035,3062.389893,317.2457581,0.006439952,0.01027301,-0.018858047
8/17/2012,13275.2002,3076.590088,314.3911743,0.001889979,0.004615563,-0.00907972
8/20/2012,13271.63965,3076.209961,315.7201843,-0.000268283,-0.00012357,0.004209455
8/21/2012,13203.58008,3067.26001,315.5449524,-0.00515463,-0.002917898,-0.000555331
8/22/2012,13172.75977,3073.669922,316.2244568,-0.0023397,0.002085426,0.002148804
8/23/2012,13057.45996,3053.399902,314.2202148,-0.008830187,-0.006638508,-0.006378463
8/24/2012,13157.96973,3069.790039,312.9980774,0.007638699,0.005339172,-0.003904616
8/27/2012,13124.66992,3073.189941,318.4422913,-0.002537192,0.001106311,0.017096391
8/28/2012,13102.99023,3077.139893,316.4167175,-0.00165456,0.001283644,-0.006401601
8/29/2012,13107.48047,3081.189941,315.9124451,0.000342571,0.001314443,-0.001596241
8/30/2012,13000.70996,3048.709961,311.1562805,-0.008212668,-0.01065368,-0.015285453
8/31/2012,13090.83984,3066.959961,312.0365906,0.006884958,0.005950518,0.002821176
9/4/2012,13035.94043,3075.060059,315.6432495,-0.004211389,0.002634127,0.011426378
9/5/2012,13047.48047,3069.27002,312.0664978,0.000884465,-0.001886455,-0.011461505
9/6/2012,13292,3135.810059,316.2457886,0.018395992,0.02121941,0.013215325
9/7/2012,13306.63965,3136.419922,322.2497559,0.001100176,0.000194446,0.01863141
9/10/2012,13254.29004,3104.02002,319.52771,-0.003949635,-0.010438046,-0.008518967
9/11/2012,13323.36035,3104.530029,322.7326965,0.005184151,0.000164279,0.009930777
9/12/2012,13333.34961,3114.310059,328.6512146,0.000749194,0.003140352,0.018008508
9/13/2012,13539.86035,3155.830078,329.0016174,0.015252058,0.013156608,0.001065049
9/14/2012,13593.37012,3183.949951,333.4372253,0.003936461,0.008831757,0.013302678
9/17/2012,13553.09961,3178.669922,331.9971619,-0.002971314,-0.001661081,-0.004337578
9/18/2012,13564.63965,3177.800049,333.3603516,0.000850744,-0.000273734,0.004089238
9/20/2012,13596.92969,3175.959961,332.9544983,0.002374804,-0.00057938,-0.001218945
9/21/2012,13579.46973,3179.959961,337.300354,-0.001285762,0.001257877,0.012884231
9/24/2012,13558.91992,3160.780029,340.1463623,-0.001515593,-0.006068101,0.008367011
9/25/2012,13457.5498,3117.72998,336.4371643,-0.007532584,-0.013808139,-0.011024935
9/26/2012,13413.50977,3093.699951,332.7321777,-0.003283259,-0.007767408,-0.011135041
9/27/2012,13485.96973,3136.600098,330.7792664,0.005372988,0.013677276,-0.005903972
9/28/2012,13437.12988,3116.22998,336.2918396,-0.003634694,-0.006536782,0.01639223
10/1/2012,13515.11035,3113.530029,336.7063904,0.005769873,-0.000867167,0.001231194
10/3/2012,13494.61035,3135.22998,334.0056763,-0.001519125,0.006921327,-0.008085833
10/4/2012,13575.36035,3149.459961,331.09552,0.005948277,0.004518229,-0.008789476
10/5/2012,13610.15039,3136.189941,325.7324829,0.002556183,-0.004231255,-0.016464545
10/8/2012,13583.65039,3112.350098,332.4501343,-0.001950875,-0.007659756,0.020206493
10/9/2012,13473.53027,3065.02002,332.5996704,-0.008173071,-0.015442013,0.000449598
10/10/2012,13344.96973,3051.780029,332.9757996,-0.009633633,-0.004338448,0.001129599
10/11/2012,13326.38965,3049.409912,332.9159546,-0.001394232,-0.000777238,-0.00017976
10/12/2012,13328.84961,3044.110107,333.2322083,0.000184559,-0.001741003,0.000949049
10/15/2012,13424.23047,3064.179932,331.0827637,0.007105127,0.006549819,-0.006492167
10/16/2012,13551.78027,3101.169922,332.039856,0.009412033,0.011927753,0.002882462
10/17/2012,13557,3104.120117,334.0697327,0.000385021,0.000950413,0.006076207
10/18/2012,13548.94043,3072.870117,335.3432007,-0.000594849,-0.010169646,0.003797507
10/19/2012,13343.50977,3005.620117,331.7536316,-0.015395549,-0.02237475,-0.010819984
10/22/2012,13345.88965,3016.959961,335.8089294,0.000178323,0.003758699,0.012076206
10/23/2012,13102.53027,2990.459961,334.1893311,-0.018573464,-0.008861513,-0.00484635
10/25/2012,13103.67969,2986.120117,332.9885559,8.77173E-05,-0.001453339,-0.003606055
10/31/2012,13096.45996,2977.22998,339.1250916,-0.000551273,-0.002986043,0.018095198
11/1/2012,13232.62012,3020.060059,339.7733459,0.010289735,0.014181863,0.001907902
11/2/2012,13093.16016,2982.129883,341.9371643,-0.01065136,-0.012719156,0.006328117
11/5/2012,13112.44043,2999.659912,346.6414185,0.00147038,0.005844006,0.013570952
11/6/2012,13245.67969,3011.929932,358.7611084,0.010059073,0.004073806,0.033782062
11/7/2012,12932.73047,2937.290039,360.9599304,-0.024198233,-0.025411141,0.006091596
11/8/2012,12811.32031,2895.580078,366.0101929,-0.009476787,-0.0144047,0.013798147
11/9/2012,12815.38965,2904.870117,360.4211426,0.000317535,0.003198091,-0.015506999
11/12/2012,12815.08008,2904.25,358.2573853,-2.41567E-05,-0.000213521,-0.006039673
11/15/2012,12542.37988,2836.939941,351.717865,-0.021742301,-0.02372629,-0.018593085
11/16/2012,12588.30957,2853.129883,346.1201172,0.003648599,0.005674449,-0.016172847
11/19/2012,12795.95996,2916.070068,339.6112671,0.016227809,0.021583907,-0.019165589
11/20/2012,12788.50977,2916.679932,337.2635498,-0.000582569,0.000209095,-0.006961076
11/21/2012,12836.88965,2926.550049,343.3913269,0.003768816,0.003372612,0.01784488
11/23/2012,13009.53027,2966.850098,347.6094055,0.013270319,0.013583446,0.012134535
11/26/2012,12967.37012,2976.780029,355.147522,-0.003251249,0.003335796,0.021225311
11/27/2012,12878.12988,2967.790039,357.7142639,-0.006929596,-0.003029187,0.007175397
11/28/2012,12985.11035,2991.780029,361.262207,0.008238703,0.008018634,0.009820964
11/29/2012,13021.82031,3012.030029,378.4234314,0.002819111,0.006723041,0.045349265
11/30/2012,13025.58008,3010.23999,379.3475952,0.000288645,-0.00059465,0.002436193
12/3/2012,12965.59961,3002.199951,380.7755737,-0.004626124,-0.002678049,0.003750184
12/4/2012,12951.78027,2996.689941,381.2442017,-0.001066984,-0.001838699,0.001229207
12/5/2012,13034.49023,2973.699951,383.508728,0.006345469,-0.007731106,0.005904758
12/6/2012,13074.04004,2989.27002,381.6427917,0.003025064,0.005208652,-0.004889222
12/7/2012,13155.12988,2978.040039,377.7882996,0.006164123,-0.00377093,-0.010202783
12/10/2012,13169.87988,2986.959961,378.077301,0.00111998,0.002986288,0.000764398
12/11/2012,13248.44043,3022.300049,376.7063599,0.005929796,0.01169311,-0.003639283
12/12/2012,13245.4502,3013.810059,378.4846802,-0.000225755,-0.002817029,0.004698527
12/13/2012,13170.71973,2992.159912,377.5298767,-0.005673985,-0.007235625,-0.002529081
12/14/2012,13135.00977,2971.330078,375.0069275,-0.002718685,-0.007010273,-0.00672774
12/17/2012,13235.38965,3010.600098,372.2562561,0.007584203,0.013043918,-0.007389188
12/18/2012,13350.95996,3054.530029,376.2946472,0.00865633,0.014381895,0.010731992
12/19/2012,13251.96973,3044.360107,388.0640564,-0.00746985,-0.003340578,0.030328522
12/20/2012,13311.71973,3050.389893,389.321106,0.004488526,0.001976726,0.003228825
12/21/2012,13190.83984,3021.01001,381.6121521,-0.009163927,-0.009725186,-0.020201018
12/24/2012,13138.92969,3012.600098,382.0326233,-0.003950866,-0.002791579,0.001100616
12/26/2012,13114.58984,2990.159912,387.520874,-0.001855937,-0.007504677,0.014162465
12/27/2012,13096.30957,2985.909912,380.7536316,-0.001395834,-0.001423352,-0.017773284
12/28/2012,12938.11035,2960.310059,384.9848328,-0.012227382,-0.008647693,0.010990566
12/31/2012,13104.13965,3019.51001,388.3005371,0.012669989,0.019605814,0.008539016
1/2/2013,13412.5498,3112.26001,382.9918518,0.022994148,0.029801495,-0.013861092
1/3/2013,13391.36035,3100.570068,385.1599731,-0.001582322,-0.003770256,0.005629145
1/4/2013,13435.20996,3101.659912,385.6242981,0.003263783,0.000351374,0.001204086
1/7/2013,13384.29004,3098.810059,384.9542236,-0.003804454,-0.000919661,-0.00174066
1/8/2013,13328.84961,3091.810059,384.932251,-0.004159431,-0.002264046,-5.70819E-05
1/9/2013,13390.50977,3105.810059,382.3085327,0.004604766,0.004507681,-0.006862829
1/10/2013,13471.21973,3121.76001,382.1815491,0.005991288,0.005109282,-0.00033226
1/11/2013,13488.42969,3125.629883,376.6407166,0.001275905,0.00123811,-0.014711188
1/14/2013,13507.32031,3117.5,382.4311829,0.001398547,-0.002607821,0.015141198
1/15/2013,13534.88965,3110.780029,377.8364868,0.002036909,-0.00216022,-0.012160541
1/16/2013,13511.23047,3117.540039,374.7879333,-0.001751075,0.002168379,-0.008134076
1/17/2013,13596.01953,3136,379.597229,0.006236315,0.005886467,0.01266947
1/18/2013,13649.7002,3134.709961,377.6568909,0.003932736,-0.000411534,-0.005137833
1/22/2013,13712.20996,3143.179932,386.5922852,0.004558693,0.002694714,0.023113225
1/23/2013,13779.33008,3153.669922,389.1721191,0.004871073,0.00332628,0.006629031
1/24/2013,13825.33008,3130.379883,385.895813,0.003327226,-0.007440004,-0.008490131
1/25/2013,13895.98047,3149.709961,385.9484558,0.005084232,0.006137098,0.000136399
1/28/2013,13881.92969,3154.300049,385.3790283,-0.001012163,0.001455184,-0.001477578
1/29/2013,13954.41992,3153.659912,388.2173462,0.005194786,-0.000202982,0.007311157
1/30/2013,13910.41992,3142.310059,391.909729,-0.003163096,-0.003611946,0.009421514
1/31/2013,13860.58008,3142.129883,394.3101196,-0.003595798,-5.73419E-05,0.00608757
2/1/2013,14009.79004,3179.100098,397.9367981,0.010650407,0.011629145,0.009113705
2/4/2013,13880.08008,3131.169922,406.7320557,-0.009345044,-0.015307434,0.021624206
2/5/2013,13979.2998,3171.580078,406.3772278,0.007097617,0.012741332,-0.000873149
2/6/2013,13986.51953,3168.47998,405.085144,0.000516192,-0.000978418,-0.00318966
2/7/2013,13944.0498,3165.129883,403.3067932,-0.003045724,-0.001058439,-0.004409424
2/8/2013,13992.96973,3193.870117,396.2679443,0.003496036,0.008998561,-0.017762852
2/11/2013,13971.24023,3192,397.1438904,-0.001555302,-0.000585876,0.002205614
2/12/2013,14018.7002,3186.48999,395.0415039,0.003385476,-0.001729178,-0.005321938
2/13/2013,13982.91016,3196.879883,391.6732178,-0.002559556,0.00325001,-0.008599736
2/14/2013,13973.38965,3198.659912,396.4957275,-0.000681331,0.000556492,0.012162829
2/15/2013,13981.75977,3192.030029,397.9236755,0.000598646,-0.002077011,0.003588497
2/19/2013,14035.66992,3213.590088,399.3690186,0.003840939,0.006709026,0.003619066
2/20/2013,13927.54004,3164.409912,399.0711975,-0.007763746,-0.015541658,-0.000746285
2/21/2013,13880.62012,3131.48999,395.4050293,-0.003380247,-0.010512543,-0.009271931
2/22/2013,14000.57031,3161.820068,397.4768677,0.008567522,0.009592601,0.005212475
2/25/2013,13784.16992,3116.25,394.3976746,-0.015699196,-0.014623367,-0.007807331
2/26/2013,13900.12988,3129.649902,385.4578857,0.008342365,0.004281598,-0.023192647
2/27/2013,14075.37012,3162.26001,381.7741699,0.012450134,0.010312279,-0.009648939
2/28/2013,14054.49023,3160.189941,374.25354,-0.001485638,-0.000655046,-0.020095013
3/1/2013,14089.66016,3169.73999,381.8661804,0.002496152,0.003012881,0.019935362
3/4/2013,14127.82031,3182.030029,379.3081665,0.002701064,0.003862327,-0.006743894
3/5/2013,14253.76953,3224.129883,388.5063782,0.008836204,0.013057741,0.023675832
3/6/2013,14296.24023,3222.370117,390.9855347,0.00297076,-0.000546109,0.006340788
3/7/2013,14329.49023,3232.090088,401.6949158,0.00232039,0.003007333,0.026660485
3/8/2013,14397.07031,3244.370117,408.8038025,0.004694016,0.003785027,0.017389483
3/11/2013,14447.29004,3252.870117,416.7010803,0.003476066,0.002613077,0.018951902
3/12/2013,14450.05957,3242.320068,416.3200378,0.000191662,-0.003253858,-0.000915263
3/13/2013,14455.28027,3245.120117,419.6839294,0.000361162,0.000862849,0.008015298
3/14/2013,14539.13965,3258.929932,428.9391785,0.005767836,0.00423753,0.021577066
3/15/2013,14514.11035,3249.070068,438.6498718,-0.00172448,-0.003034672,0.022137687
3/18/2013,14452.05957,3237.590088,438.2293396,-0.00429356,-0.003545841,-0.000959617
3/19/2013,14455.82031,3229.100098,430.0692139,0.000260154,-0.002629212,-0.018973982
3/20/2013,14511.73047,3254.189941,437.3620911,0.003852756,0.007710012,0.01667469
3/21/2013,14421.49023,3222.600098,430.3626404,-0.006257345,-0.009802595,-0.016264076
3/22/2013,14512.03027,3245,433.9543457,0.006238964,0.006902897,0.008276689
3/25/2013,14447.75,3235.300049,427.4148865,-0.004449154,-0.002998161,-0.015300027
3/26/2013,14559.65039,3252.47998,429.5348206,0.007685651,0.005282102,0.004935418
3/28/2013,14578.54004,3267.52002,430.7612915,0.001295716,0.004602891,0.002847217
4/1/2013,14572.84961,3239.169922,434.0639038,-0.000390482,-0.008752272,0.007608585
4/2/2013,14662.00977,3254.860107,428.4046936,0.006081033,0.004820541,-0.013209963
4/3/2013,14550.34961,3218.600098,427.9448242,-0.007674053,-0.01126577,-0.0010746
4/4/2013,14606.11035,3224.97998,419.4913025,0.003817631,0.001978271,-0.02015184
4/5/2013,14565.25,3203.860107,417.6472778,-0.002805331,-0.006592008,-0.004415268
4/8/2013,14613.48047,3222.25,404.9361877,0.00330041,0.005707159,-0.031390354
4/9/2013,14673.45996,3237.860107,396.9775085,0.004087617,0.004821119,-0.020048187
4/10/2013,14802.24023,3297.25,397.3805237,0.008700053,0.018011947,0.001014179
4/11/2013,14865.13965,3300.159912,398.9967651,0.004231337,0.000881749,0.004050763
4/12/2013,14865.05957,3294.949951,408.4008179,-5.38713E-06,-0.001581196,0.023026528
4/15/2013,14599.2002,3216.48999,406.6575623,-0.018210543,-0.024393037,-0.00428679
4/16/2013,14756.78027,3264.629883,410.6522217,0.010678486,0.014745896,0.009727597
4/17/2013,14618.58984,3204.669922,407.3803101,-0.009453062,-0.018710183,-0.00803159
4/18/2013,14537.13965,3166.360107,407.3058167,-0.005602903,-0.012099007,-0.000182893
